Code géographique,Médiane du niveau vie (€)
07348,21210
07349,19910
08001,25820
08003,24160
08004,22750
08005,27010
08006,22420
08008,21120
08010,21270
08011,20740
08013,20370
08014,23230
08015,s
08016,18610
08017,20690
08018,s
08019,s
08020,s
08021,24550
08022,26580
08023,s
08024,22450
08025,20040
08026,19750
08027,24970
08028,21590
08029,s
08030,s
08031,s
08032,27290
08033,s
08034,20830
08035,s
08036,22020
08037,19830
08038,24120
08039,22630
08040,23960
08041,24280
08043,22950
08044,17670
08045,21130
08046,26040
08047,s
08048,25970
08049,19240
08052,s
08053,22730
08055,22350
08056,s
08057,18240
08058,25640
08059,s
08060,23570
08061,s
08062,25030
08063,21900
08064,24800
08065,s
08066,s
08067,19480
08069,17170
08070,21070
08071,23730
08073,s
08074,s
08075,21310
08076,22340
08077,s
08078,20720
08080,21720
08081,18880
08082,s
08083,21300
08084,24180
08085,20440
08086,s
08087,23620
08088,23670
08089,18880
08090,19280
08092,23780
08094,s
08095,24320
08096,25460
08097,21910
08098,s
08099,21980
08100,s
08101,24840
08102,s
08103,23730
08104,s
08105,18380
08106,s
08107,20600
08109,18650
08110,21230
08111,25760
08113,19170
08115,21920
08116,19710
08117,22310
08119,24350
08120,s
08121,22710
08122,23380
08123,s
08124,25870
08125,23860
08126,20800
08128,s
08130,s
08131,s
08132,25430
08133,21240
08134,s
08135,19730
08136,23430
08137,26860
08138,20550
08139,18890
08140,22400
08141,21570
08142,20700
08143,s
08144,s
08145,20830
08146,s
08147,s
08148,23000
08149,23980
08150,21460
08151,21270
08153,21090
08154,s
08155,s
08156,21840
08158,24900
08159,24760
08160,26760
08161,s
08162,26460
08163,25150
08164,22940
08165,s
08166,21050
08167,s
08168,20200
08169,s
08170,23950
08171,s
08172,18540
08173,22990
08174,22080
08175,23090
08176,s
08178,19580
08179,20540
08180,23660
08182,s
08183,22760
08184,s
08185,18590
08186,s
08187,24790
08188,20390
08189,21100
08190,19050
08191,23830
08192,s
08193,22100
08194,22740
08195,22360
08196,s
08197,s
08198,21430
08199,23760
08200,22170
08201,s
08202,21480
08203,23520
08204,s
08205,s
08206,24040
08207,22930
08208,19740
08209,23510
08210,22600
08211,19950
08212,22990
08214,20190
08215,s
08216,24720
08217,s
08218,21330
08219,22190
08220,22300
08222,21640
08223,25670
08225,22500
08226,23570
08228,24570
08229,24420
08230,26680
08232,22010
08233,s
08234,24820
08235,24100
08236,22770
08237,24860
08238,s
08239,22670
08240,19870
08242,20490
08243,20220
08244,s
08245,s
08246,s
08247,21860
08248,21690
08249,21290
08250,23710
08251,s
08252,20450
08254,20090
08255,17060
08256,s
08257,21900
08259,s
08260,23720
08262,21230
08263,22730
08264,21660
08268,s
08269,s
08271,23540
08272,s
08273,s
08274,20520
08275,23460
08276,19600
08277,18130
08278,s
08279,s
08280,s
08281,19670
08282,20010
08283,24940
08284,23270
08286,s
08287,28830
08288,s
08289,20550
08291,24390
08293,20260
08294,24830
08295,25680
08296,19890
08297,24560
08298,26140
08300,s
08301,s
08302,20270
08303,23800
08304,s
08305,26130
08306,s
08307,s
08308,s
08309,s
08310,s
08311,20730
08312,23750
08313,27830
08314,25830
08315,s
08316,22050
08317,22210
08318,20660
08319,19850
08320,24060
08321,21770
08322,23800
08323,19590
08324,19860
08325,s
08326,18390
08327,20710
08328,18570
08329,22330
08330,23200
08331,22180
08332,s
08333,20840
08334,s
08335,s
08336,20660
08338,22550
08339,24440
08340,23510
08341,23250
08342,21060
08343,21280
08344,19600
08346,25130
08347,20880
08348,20490
08349,20290
08350,21550
08351,s
08352,24740
08353,24590
08354,19150
08355,21800
08356,20840
08357,22160
08358,21340
08360,20680
08361,22930
08362,19790
08363,18370
08364,20940
08365,20130
08366,18920
08367,19430
08368,23750
08369,19230
08370,21640
08372,s
08373,17400
08374,18580
08375,18910
08376,21540
08377,23280
08378,21280
08379,23180
08380,20270
08381,21030
08382,s
08383,s
08384,21020
08385,26540
08386,23200
08387,22630
08388,26640
08389,24800
08390,s
08391,21110
08392,22710
08393,s
08394,s
08395,25300
08396,22080
08397,s
08398,s
08399,23580
08400,23130
08401,22640
08402,22100
08403,20180
08404,22910
08405,20210
08406,21280
08407,s
08408,23990
08409,17180
08410,27780
08411,s
08412,15850
08413,19390
08415,20020
08416,21540
08417,24600
08418,18600
08419,19120
08420,19230
08421,s
08422,23800
08424,19340
08425,s
08426,s
08427,26340
08428,24080
08429,23480
08430,s
08431,25980
08432,s
08433,s
08434,s
08435,25080
08436,21420
08437,20630
08438,23270
08439,20360
08440,20090
08444,21650
08445,23260
08446,s
08448,21420
08449,23160
08450,27580
08451,20290
08452,22770
08453,s
08454,s
08455,s
08456,24040
08457,24930
08458,19120
08459,22630
08460,20760
08461,20260
08462,23230
08463,s
08464,s
08465,s
08466,s
08467,22100
08468,20360
08469,20310
08470,s
08471,s
08472,23300
08473,23330
08476,23040
08477,s
08478,22810
08479,22240
08480,21750
08481,25090
08482,s
08483,23690
08484,s
08485,24850
08486,18260
08487,22360
08488,20150
08489,19230
08490,20220
08491,20590
08492,24050
08494,23460
08496,18840
08497,23540
08498,29910
08499,18390
08500,s
08501,s
08502,s
08503,23010
09001,s
09002,22110
09003,20480
09004,22040
09005,14500
09006,s
09007,s
09008,16990
09009,14500
09011,s
09012,s
09013,s
09014,19720
09015,22630
09016,21190
09017,19720
09018,s
09019,21150
09020,s
09021,22080
09022,23590
09023,15020
09024,23480
09025,s
09026,20860
09027,s
09029,19140
09030,18660
09031,s
09032,21740
09033,s
09034,s
09035,20490
09037,s
09038,19370
09039,21280
09040,21680
09041,22140
09042,18250
09043,18740
09044,20890
09045,20750
09046,s
09047,19270
09048,s
09049,22920
09050,24400
09051,20150
09052,24750
09053,s
09054,21740
09055,s
09056,23460
09057,15310
09058,21380
09059,17100
09060,20450
09061,17670
09062,17000
09063,14520
09064,s
09065,17500
09066,21560
09067,22030
09068,s
09069,s
09070,24080
09071,20770
09072,s
09073,16980
09074,19380
09075,19730
09076,23460
09077,20130
09078,s
09079,19410
09080,21760
09081,20250
09082,19370
09083,s
09084,s
09085,19310
09086,21650
09087,s
09088,s
09089,s
09090,s
09091,21550
09092,s
09093,18800
09094,20560
09095,21750
09096,s
09097,s
09098,s
09099,25320
09100,s
09101,23090
09102,17250
09103,23030
09104,22510
09105,19230
09106,21160
09107,19790
09108,18800
09109,21790
09110,s
09111,20040
09113,18920
09114,17600
09115,20830
09116,22100
09117,s
09118,16000
09119,21680
09120,19250
09121,24090
09122,20950
09123,20620
09124,20630
09125,18510
09126,s
09127,19640
09128,22770
09129,15980
09130,21980
09131,23020
09132,21340
09133,s
09134,s
09136,20640
09137,22710
09138,21490
09139,s
09140,23510
09141,s
09142,18560
09143,s
09145,23430
09146,s
09147,23180
09148,25540
09149,18670
09150,19070
09151,s
09152,s
09153,20140
09154,s
09155,s
09156,s
09157,19360
09158,19170
09159,s
09160,18140
09161,19620
09162,s
09163,s
09164,21770
09165,19080
09166,21470
09167,21870
09168,20050
09169,19420
09170,22290
09171,s
09172,s
09173,22390
09174,23670
09175,s
09176,22200
09177,21910
09178,s
09179,s
09180,21850
09181,18510
09182,14390
09183,s
09184,s
09185,21990
09186,s
09187,23500
09188,21170
09189,17550
09190,17830
09192,18620
09193,s
09194,20190
09195,s
09196,s
09197,s
09198,20860
09199,22150
09200,s
09201,s
09202,19280
09203,20450
09204,16390
09205,s
09206,19410
09207,22580
09208,20650
09209,22580
09210,23330
09211,18490
09212,s
09213,19460
09214,20810
09215,21490
09216,s
09217,19690
09218,s
09219,18570
09220,22310
09221,18890
09222,s
09223,19850
09224,19120
09225,19410
09226,s
09227,23430
09228,24120
09229,20700
09230,s
09231,13800
09232,s
09233,s
09234,21060
09235,20330
09236,24700
09237,s
09238,23380
09239,20640
09240,21490
09241,20570
09242,s
09243,s
09244,21160
09245,22400
09246,19220
09247,17500
09249,24410
09250,s
09251,19890
09252,s
09253,20750
09254,23430
09256,s
09257,19690
09258,24470
09259,19940
09260,s
09261,20320
09262,20400
09263,s
09264,23300
09265,21830
09266,s
09267,16860
09268,24330
09269,23990
09270,19450
09271,s
09272,21990
09273,23660
09274,21940
09275,22410
09276,21420
09277,22050
09279,s
09280,18790
09281,19090
09282,21960
09283,20690
09284,20420
09285,18830
09287,s
09289,22190
09290,15350
09291,14830
09292,s
09293,21610
09294,s
09295,20900
09296,20700
09297,s
09298,s
09299,20400
09300,22710
09301,18140
09303,24620
09304,nd
09305,21320
09306,18950
09307,21400
09308,23360
09309,23800
09310,s
09311,s
09312,22710
09313,17840
09314,22190
09315,s
09316,24860
09318,21050
09319,s
09320,s
09321,22140
09322,18700
09323,s
09324,22180
09325,s
09326,21790
09327,19560
09328,25280
09329,23270
09330,s
09331,21320
09332,23440
09334,20290
09335,s
09336,19990
09338,20890
09339,23460
09340,21380
09341,14940
09342,21790
10002,21840
10003,20860
10004,20810
10005,21700
10006,20470
10007,23570
10008,21770
10009,s
10010,s
10011,26870
10012,22300
10013,26410
10014,21900
10015,23270
10017,23290
10018,21840
10019,23780
10020,25030
10021,23590
10022,24050
10023,24260
10024,23480
10025,25560
10026,s
10027,s
10028,22810
10029,29650
10030,23060
10031,23430
10032,27850
10033,18970
10034,19460
10035,20770
10037,24220
10038,23730
10039,24530
10040,19780
10041,s
10042,21140
10043,22320
10044,s
10045,26090
10046,s
10047,s
10048,25270
10049,25880
10050,21320
10051,24470
10052,22870
10053,23970
10054,24890
10055,22880
10056,24000
10057,s
10058,25970
10059,20780
10060,23440
10061,21170
10062,23040
10063,22990
10064,20220
10065,s
10066,25660
10067,23170
10068,36030
10069,24090
10070,28650
10071,s
10072,s
10073,23510
10074,20670
10075,24380
10076,25940
10077,s
10078,s
10079,28160
10080,20860
10081,16420
10082,22760
10083,24240
10084,26350
10085,s
10086,23110
10087,s
10089,22090
10090,23880
10091,22560
10092,22000
10093,21990
10094,19260
10095,22490
10096,23810
10097,27520
10098,20150
10099,22390
10100,22690
10101,22590
10102,26300
10103,26810
10104,25550
10105,s
10106,24730
10107,s
10108,s
10109,24180
10110,25190
10111,27330
10112,21150
10113,23690
10114,20870
10115,25060
10116,23900
10117,22710
10118,22990
10119,22800
10120,21850
10121,22750
10122,20670
10123,21860
10124,23690
10125,23540
10126,21280
10127,s
10128,s
10129,24930
10130,28350
10131,22710
10132,24370
10133,23930
10134,s
10135,s
10136,22230
10137,s
10138,22820
10139,22940
10140,19020
10141,21340
10142,21010
10143,24210
10144,24310
10145,24090
10146,s
10147,24760
10148,25880
10149,25100
10150,24240
10151,20990
10153,26490
10154,s
10155,35380
10156,21720
10157,23550
10158,23610
10159,s
10160,s
10161,s
10162,24620
10163,s
10164,22210
10165,22710
10166,21960
10167,s
10168,s
10169,23900
10170,24660
10171,20630
10172,23900
10173,26360
10174,22610
10175,21120
10176,23640
10177,27470
10178,23560
10179,22420
10180,s
10181,23970
10182,18640
10183,s
10184,20960
10185,20310
10186,27090
10187,24830
10188,23700
10189,s
10190,24970
10191,24670
10192,19800
10193,21120
10194,s
10195,22870
10196,20020
10197,24390
10198,23730
10199,23870
10200,s
10201,s
10202,23010
10203,22100
10204,20270
10205,s
10206,24410
10207,26270
10208,25130
10209,24050
10210,25220
10211,27200
10212,20620
10213,22870
10214,s
10215,21650
10216,20980
10217,s
10218,21600
10219,s
10220,22670
10221,21520
10222,22270
10223,20340
10224,22390
10225,23620
10226,23640
10227,22590
10228,22250
10229,s
10230,24980
10231,23600
10232,24420
10233,20690
10234,23700
10235,s
10236,s
10237,22580
10238,22300
10239,24740
10240,26990
10241,s
10242,30050
10243,22270
10245,25620
10246,24520
10247,24530
10248,27420
10249,22860
10250,23280
10251,22590
10252,s
10253,22210
10254,24520
10255,26620
10256,24830
10257,s
10258,22340
10259,22810
10260,24650
10261,20250
10262,27980
10263,21360
10264,26830
10265,18750
10266,s
10267,23790
10268,20620
10269,26990
10270,22630
10271,22280
10272,23710
10273,s
10274,22380
10275,21680
10276,23110
10278,22950
10279,s
10280,22080
10281,26600
10282,24410
10283,27630
10284,21900
10285,s
10286,23640
10287,21860
10288,21610
10289,20260
10290,20900
10291,23770
10293,23010
10294,s
10295,25870
10296,24420
10297,19740
10298,21520
10299,24160
10300,22930
10301,21470
10302,s
10303,s
10304,22540
10305,s
10306,25470
10307,26530
10308,23010
10309,s
10310,21200
10312,19420
10313,22400
10314,22990
10315,s
10316,20900
10317,22800
10318,25780
10319,20850
10320,24460
10321,25040
10323,17610
10324,25520
10325,24100
10326,23150
10327,22670
10328,24710
10329,24600
10330,26690
10331,23680
10332,26630
10333,21440
10334,22870
10335,20430
10336,25520
10337,s
10338,25150
10339,23660
10340,23480
10341,23580
10342,25150
10343,22370
10344,25190
10345,22770
10346,s
10347,23680
10348,21960
10349,25270
10350,20860
10351,22820
10352,24890
10353,22510
10354,24160
10355,s
10356,22660
10357,23550
10358,23100
10359,22290
10360,26560
10361,24270
10362,21590
10363,23990
10364,s
10365,20100
10366,s
10367,23310
10368,23720
10369,21350
10370,22930
10371,25000
10372,22580
10373,25810
10374,24720
10375,26230
10376,24010
10377,23180
10378,s
10379,22570
10380,s
10381,27700
10382,21920
10383,23380
10384,22470
10386,20900
10387,18260
10388,s
10389,23500
10390,s
10391,25680
10392,24540
10393,22320
10394,19980
10395,21590
10396,24560
10397,21350
10398,s
10399,21520
10400,20980
10401,19380
10402,24430
10403,s
10404,20680
10405,s
10406,25140
10408,21520
10409,24370
10410,22190
10411,s
10412,27500
10414,26970
10416,24240
10417,23060
10418,22620
10419,23220
10420,21160
10421,21720
10422,21620
10423,23440
10424,s
10425,23420
10426,19330
10427,28090
10428,22600
10429,21640
10430,s
10431,s
10432,s
10433,24350
10434,s
10435,27290
10436,23130
10437,20400
10438,24550
10439,25410
10440,23980
10441,20990
10442,23560
10443,s
10444,21220
10445,s
11001,19590
11002,22660
11003,20540
11004,18170
11005,22790
11006,s
11007,15540
11008,19430
11009,19640
11010,20310
11011,22650
11012,20980
11013,21000
11014,22960
11015,14800
11016,s
11017,s
11018,22370
11019,s
11020,s
11021,18930
11022,19630
11023,21020
11024,21520
11025,21220
11026,22360
11027,19650
11028,19360
11029,s
11030,28730
11031,s
11032,19290
11033,20740
11034,19240
11035,18720
11036,17430
11037,17910
11038,s
11039,s
11040,21900
11041,20550
11042,20100
11043,24790
11044,16980
11045,19150
11046,s
11047,s
11048,21660
11049,20940
11051,19800
11052,19310
11053,20530
11054,22730
11055,15230
11056,18240
11057,s
11058,20940
11059,21460
11060,s
11061,21960
11062,s
11063,19030
11064,18950
11065,s
11066,18550
