Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communes et arrondissements municipaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mise en ligne le 29/01/2024       Géographie au 01/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code géographique,Libellé géographique,Nombre de ménages fiscaux,Nombre de personnes dans les ménages fiscaux,Médiane du niveau vie (€),Part des ménages fiscaux imposés (%),Taux de pauvreté-Ensemble (%),Taux de pauvreté-moins de 30 ans (%),Taux de pauvreté-30 à 39 ans  (%),Taux de pauvreté-40 à 49 ans (%),Taux de pauvreté-50 à 59 ans (%),Taux de pauvreté-60 à 74 ans (%),Taux de pauvreté-75 ans ou plus (%),Taux de pauvreté-propriétaires (%),Taux de pauvreté-locataires (%),Part des revenus d'activité (%),dont part des salaires et traitements (%),dont part des indemnités de chômage (%),dont part des revenus des activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des revenus du patrimoine et autres revenus (%),Part de l'ensemble des prestations sociales (%),dont part des prestations familiales (%),dont part des minima sociaux (%),dont part des prestations logement (%),Part des impôts (%),1ᵉʳ décile du niveau de vie (€),9ᵉ décile du niveau de vie (€),Rapport interdécile 9ᵉ décile/1ᵉʳ décile
CODGEO,LIBGEO,NBMENFISC21,NBPERSMENFISC21,MED21,PIMP21,TP6021,TP60AGE121,TP60AGE221,TP60AGE321,TP60AGE421,TP60AGE521,TP60AGE621,TP60TOL121,TP60TOL221,PACT21,PTSA21,PCHO21,PBEN21,PPEN21,PPAT21,PPSOC21,PPFAM21,PPMINI21,PPLOGT21,PIMPOT21,D121,D921,RD21
67195,Hessenheim,248,592,26930,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67196,Hilsenheim,1008,2502,25390,"59,0",s,s,s,s,s,s,s,s,s,"81,8","74,6","2,3","4,9","22,5","7,6","3,2","1,8","1,0","0,4","-15,1",15250,38420,"2,5"
67197,Hindisheim,598,1497,28730,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67198,Hinsbourg,50,112,25280,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67199,Hinsingen,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67200,Hipsheim,385,1014,28100,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67201,Hirschland,136,323,21370,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67202,Hochfelden,1674,3959,25780,"58,0","7,0",s,s,s,s,s,s,s,s,"77,0","71,3","1,9","3,8","27,5","7,3","3,4","1,6","1,3","0,5","-15,2",15590,40500,"2,6"
67203,Hochstett,156,419,28180,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67204,Hœnheim,5099,10930,22500,"55,0","16,0",s,"23,0","23,0","14,0","10,0",s,"6,0","29,0","66,2","61,1","2,6","2,5","37,0","6,0","5,8","2,0","2,6","1,2","-15,0",12150,37130,"3,1"
67205,Hœrdt,1832,4252,27680,"66,0","5,0",s,s,s,s,s,s,s,s,"76,6","68,5","2,0","6,1","26,1","13,3","1,9","1,0","0,7","0,2","-17,9",16950,46960,"2,8"
67206,Hoffen,489,1162,24990,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67208,Hohengœft,205,537,25170,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67209,Hohfrankenheim,108,277,27010,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67210,Le Hohwald,266,549,24670,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67212,Holtzheim,1601,3597,26950,"67,0","6,0",s,s,s,s,s,s,s,s,"81,8","75,0","2,3","4,5","23,8","9,8","2,7","1,2","1,0","0,5","-18,1",15240,44560,"2,9"
67213,Hunspach,261,621,26920,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67214,Hurtigheim,366,879,26900,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67215,Huttendorf,187,491,27000,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67216,Huttenheim,1065,2668,24860,"60,0",s,s,s,s,s,s,s,s,s,"82,1","76,8","2,5","2,8","24,2","5,5","3,3","1,8","1,1","0,4","-15,1",15220,38480,"2,5"
67217,Ichtratzheim,157,382,27700,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67218,Illkirch-Graffenstaden,12013,24580,24190,"58,0","14,0","24,0","17,0","17,0","13,0","8,0",s,"5,0","24,0","73,8","67,0","2,6","4,2","30,5","8,1","4,8","1,6","2,2","1,0","-17,2",12480,42510,"3,4"
67220,Ingenheim,139,362,25170,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67221,Ingolsheim,121,338,27590,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67222,Ingwiller,1624,3668,22600,"50,0","13,0",s,s,s,s,s,s,s,"27,0","66,1","60,2","2,5","3,4","34,7","8,1","5,9","2,1","2,9","0,9","-14,8",13050,36420,"2,8"
67223,Innenheim,501,1248,27870,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67225,Issenhausen,44,107,25070,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67226,Ittenheim,866,1978,27430,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67227,Itterswiller,99,224,27060,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67228,Neugartheim-Ittlenheim,302,801,29860,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67229,Jetterswiller,73,183,23310,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67230,Kaltenhouse,897,2118,25430,"61,0","11,0",s,s,s,s,s,s,s,s,"81,0","74,9","2,4","3,7","25,4","6,6","4,2","1,9","1,9","0,4","-17,2",13220,40020,"3,0"
67231,Kauffenheim,93,215,26430,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67232,Keffenach,84,207,25870,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67233,Kertzfeld,493,1204,26890,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67234,Keskastel,671,1511,22650,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67235,Kesseldorf,178,414,26800,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67236,Kienheim,213,540,32780,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67237,Kilstett,1035,2538,29140,"73,0",s,s,s,s,s,s,s,s,s,"81,5","76,6","1,5","3,4","24,6","10,0","1,7","1,0","0,5","0,2","-17,8",18130,45350,"2,5"
67238,Kindwiller,252,633,26120,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67239,Kintzheim,726,1726,27180,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67240,Kirchheim,280,683,25390,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67241,Kirrberg,73,166,22600,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67242,Kirrwiller,205,518,26270,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67244,Kleingœft,69,171,25790,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67245,Knœrsheim,85,206,24630,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67246,Kogenheim,484,1189,24860,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67247,Kolbsheim,383,991,28930,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67248,Krautergersheim,718,1733,27380,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67249,Krautwiller,81,217,27930,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67250,Kriegsheim,284,744,28740,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67252,Kurtzenhouse,421,1007,26620,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67253,Kuttolsheim,248,620,26940,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67254,Kutzenhausen,382,932,25850,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67255,Lalaye,217,483,24660,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67256,Lampertheim,1516,3302,29820,"71,0",s,s,s,s,s,s,s,s,s,"76,3","70,1","1,6","4,6","31,1","11,4","1,9","0,8","0,8","0,3","-20,7",16630,55700,"3,4"
67257,Lampertsloch,297,692,26090,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67258,Landersheim,70,195,25310,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67259,Langensoultzbach,379,922,24050,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67260,Laubach,131,323,29150,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67261,Lauterbourg,895,1947,23910,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67263,Lembach,643,1472,23830,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67264,Leutenheim,355,801,26810,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67265,Lichtenberg,242,538,23880,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67266,Limersheim,275,659,29440,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67267,Lingolsheim,8589,19295,22260,"55,0","17,0","16,0","24,0","22,0","17,0","10,0",s,"6,0","31,0","72,6","65,9","3,1","3,6","28,9","7,4","6,5","2,5","2,7","1,3","-15,4",11670,38200,"3,3"
67268,Lipsheim,1098,2534,28160,"71,0",s,s,s,s,s,s,s,s,s,"80,0","72,7","2,3","5,0","29,3","7,6","2,0","1,0","0,8","0,2","-18,9",17240,47050,"2,7"
67269,Littenheim,110,288,26430,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67270,Lixhausen,133,360,27790,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67271,Lobsann,255,606,26660,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67272,Lochwiller,153,400,24790,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67273,Lohr,196,472,22100,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67274,Lorentzen,107,233,21680,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67275,Lupstein,331,822,25340,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67276,Lutzelhouse,783,1881,25590,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67277,Mackenheim,317,744,24960,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67278,Mackwiller,242,548,22810,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67279,Maennolsheim,88,247,27380,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67280,Maisonsgoutte,342,776,23880,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67281,Marckolsheim,1788,4184,23300,"56,0","12,0",s,s,s,s,s,s,s,"22,0","74,5","68,0","2,8","3,7","28,4","7,8","4,8","2,0","2,0","0,8","-15,5",13350,38980,"2,9"
67282,Marlenheim,1801,4057,25500,"62,0","7,0",s,s,s,s,s,s,s,s,"76,0","68,9","2,3","4,8","29,9","8,5","2,9","1,4","1,1","0,4","-17,3",15470,42110,"2,7"
67283,Marmoutier,1158,2673,22880,"51,0","10,0",s,s,s,s,s,s,s,s,"73,3","65,4","3,1","4,8","30,4","5,7","4,3","1,8","1,8","0,7","-13,7",13730,35890,"2,6"
67285,Matzenheim,603,1523,26940,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67286,Meistratzheim,650,1547,26450,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67287,Melsheim,211,550,25050,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67288,Memmelshoffen,135,321,26640,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67289,Menchhoffen,259,631,24880,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67290,Merkwiller-Pechelbronn,387,908,24750,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67291,Mertzwiller,1310,3176,23880,"58,0","10,0",s,s,s,s,s,s,s,s,"71,3","67,4","2,0","1,9","33,7","5,0","4,0","1,7","1,8","0,5","-14,0",13920,36640,"2,6"
67292,Mietesheim,253,669,26030,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67293,Minversheim,275,742,27630,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67295,Mittelbergheim,268,619,28020,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67296,Mittelhausbergen,975,2067,31010,"75,0",s,s,s,s,s,s,s,s,s,"76,9","67,3","2,1","7,5","30,4","15,8","1,8","0,8","0,7","0,3","-24,9",16970,65240,"3,8"
67298,Mittelschaeffolsheim,208,545,29860,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67299,Mollkirch,384,936,27860,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67300,Molsheim,4092,8915,23840,"57,0","12,0",s,s,"16,0","12,0",s,s,"5,0","20,0","71,6","65,0","2,7","3,9","31,2","8,3","5,0","1,8","2,2","1,0","-16,1",13000,40480,"3,1"
67301,Mommenheim,971,2217,26480,"61,0",s,s,s,s,s,s,s,s,s,"80,7","73,1","2,6","5,0","25,3","7,3","2,5","1,2","1,0","0,3","-15,8",16770,40530,"2,4"
67302,Monswiller,897,2041,23810,"54,0","11,0",s,s,s,s,s,s,s,s,"72,1","66,0","2,1","4,0","31,7","6,5","4,3","2,0","1,6","0,7","-14,6",13550,36160,"2,7"
67303,Morsbronn-les-Bains,260,612,25550,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67304,Morschwiller,233,615,26200,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67305,Mothern,850,1896,27790,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67306,Muhlbach-sur-Bruche,259,637,26320,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67307,Mulhausen,178,448,23380,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67308,Munchhausen,317,730,27410,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67309,Mundolsheim,2160,4892,27220,"68,0","7,0",s,s,s,s,s,s,s,"15,0","70,1","64,2","2,1","3,8","35,0","10,3","2,9","1,3","1,1","0,5","-18,3",15420,47710,"3,1"
67310,Mussig,468,1140,26370,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67311,Muttersholtz,924,2286,24340,"59,0",s,s,s,s,s,s,s,s,s,"80,5","73,8","2,9","3,8","25,2","6,0","3,4","1,9","1,1","0,4","-15,1",15170,39320,"2,6"
67312,Mutzenhouse,168,446,26290,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67313,Mutzig,2333,5338,22390,"52,0","14,0",s,"20,0",s,s,s,s,s,"25,0","75,1","69,0","3,2","2,9","27,1","6,5","5,8","2,4","2,3","1,1","-14,5",12630,35950,"2,8"
67314,Natzwiller,239,513,24240,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67315,Neewiller-près-Lauterbourg,267,632,27950,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67317,Neubois,280,680,26580,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67319,Neuhaeusel,158,378,26350,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67320,Neuve-Église,267,629,25070,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67321,Neuviller-la-Roche,155,344,22750,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67322,Neuwiller-lès-Saverne,476,1057,24990,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67324,Niederbronn-les-Bains,1925,4167,23600,"54,0","11,0",s,s,s,s,s,s,s,"26,0","67,1","60,1","2,5","4,5","35,8","7,5","4,3","1,6","1,9","0,8","-14,7",13520,38990,"2,9"
67325,Niederhaslach,507,1339,24810,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67326,Niederhausbergen,695,1595,29950,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67327,Niederlauterbach,413,913,28850,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67328,Niedermodern,347,895,24760,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67329,Niedernai,508,1223,27020,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67330,Niederrœdern,406,858,27850,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67331,Niederschaeffolsheim,538,1332,27090,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67333,Niedersoultzbach,107,297,25490,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67334,Niedersteinbach,61,128,24070,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67335,Nordheim,373,932,28160,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67336,Nordhouse,714,1763,27340,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67337,Nothalten,186,459,25670,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67338,Obenheim,576,1382,25440,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67339,Betschdorf,1739,4154,24510,"58,0","8,0",s,s,s,s,s,s,s,s,"79,7","73,0","2,7","4,0","26,1","5,4","3,3","1,5","1,3","0,5","-14,5",15050,38940,"2,6"
67340,Oberbronn,576,1325,23790,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67341,Oberdorf-Spachbach,154,408,25620,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67342,Oberhaslach,689,1697,25950,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67343,Oberhausbergen,2242,4801,26410,"67,0","10,0",s,s,s,s,s,s,s,"17,0","78,9","70,9","2,4","5,6","25,9","13,3","3,2","1,3","1,3","0,6","-21,3",14060,53850,"3,8"
67344,Oberhoffen-lès-Wissembourg,123,314,27570,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67345,Oberhoffen-sur-Moder,1573,3722,25810,"64,0",s,s,s,s,s,s,s,s,s,"80,1","75,8","2,1","2,2","26,0","7,1","2,6","1,4","0,9","0,3","-15,8",16230,39680,"2,4"
67346,Oberlauterbach,229,553,29010,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67347,Obermodern-Zutzendorf,696,1802,25940,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67348,Obernai,5867,11853,24080,"59,0","11,0",s,"14,0","12,0","10,0","9,0",s,"5,0","17,0","73,2","66,4","3,0","3,8","29,5","11,5","3,5","1,2","1,6","0,7","-17,7",13580,43400,"3,2"
67349,Oberrœdern,220,521,25540,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67350,Oberschaeffolsheim,1041,2454,27610,"69,0",s,s,s,s,s,s,s,s,s,"73,1","64,4","1,8","6,9","32,8","11,0","2,3","1,0","0,9","0,4","-19,2",16540,49850,"3,0"
67351,Seebach,686,1625,27000,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67352,Obersoultzbach,156,394,25510,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67353,Obersteinbach,99,212,23380,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67354,Odratzheim,206,546,30870,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67355,Oermingen,400,882,23890,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67356,Offendorf,1002,2509,27610,"68,0",s,s,s,s,s,s,s,s,s,"84,2","78,9","2,4","2,9","25,2","4,9","2,0","1,2","0,6","0,2","-16,3",17060,43950,"2,6"
67358,Offwiller,336,788,23990,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67359,Ohlungen,544,1358,26950,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67360,Ohnenheim,439,1154,26530,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67361,Olwisheim,201,489,28330,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67362,Orschwiller,254,624,27520,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67363,Osthoffen,323,793,29230,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67364,Osthouse,390,966,27370,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67365,Ostwald,5713,13242,22150,"53,0","17,0","26,0","23,0","21,0","15,0","11,0",s,"5,0","28,0","73,7","67,0","3,4","3,3","26,9","8,5","6,7","2,5","2,7","1,5","-15,8",11810,38850,"3,3"
67366,Ottersthal,343,797,26970,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67367,Otterswiller,551,1331,26150,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67368,Ottrott,656,1531,28910,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67369,Ottwiller,102,245,24780,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67370,Petersbach,283,664,22950,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67371,La Petite-Pierre,265,530,23690,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67372,Val-de-Moder,2061,4827,23740,"55,0","10,0",s,s,s,s,s,s,s,"25,0","72,8","66,9","2,4","3,5","29,7","8,6","4,4","1,8","1,9","0,7","-15,5",13800,38530,"2,8"
67373,Pfalzweyer,134,337,25390,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67375,Pfulgriesheim,516,1262,29230,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67377,Plaine,422,955,24930,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67378,Plobsheim,1751,4211,27380,"67,0","6,0",s,s,s,s,s,s,s,"18,0","79,9","74,2","1,9","3,8","27,6","7,6","2,6","1,2","1,0","0,4","-17,7",16370,44320,"2,7"
67379,Preuschdorf,355,878,24030,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67380,Printzheim,85,204,23380,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67381,Puberg,137,303,21910,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67382,Quatzenheim,330,773,29070,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67383,Rangen,85,222,25610,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67384,Ranrupt,149,313,25560,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67385,Ratzwiller,109,256,24930,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67386,Rauwiller,93,211,23570,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67387,Reichsfeld,130,299,25140,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
67388,Reichshoffen,2144,5195,22940,"54,0","13,0",s,s,s,s,s,s,"9,0","27,0","71,8","65,9","2,7","3,2","33,1","6,0","4,5","2,0","1,8","0,7","-15,4",12750,36910,"2,9"
