Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communes et arrondissements municipaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mise en ligne le 29/01/2024       Géographie au 01/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code géographique,Libellé géographique,Nombre de ménages fiscaux,Nombre de personnes dans les ménages fiscaux,Médiane du niveau vie (€),Part des ménages fiscaux imposés (%),Taux de pauvreté-Ensemble (%),Taux de pauvreté-moins de 30 ans (%),Taux de pauvreté-30 à 39 ans  (%),Taux de pauvreté-40 à 49 ans (%),Taux de pauvreté-50 à 59 ans (%),Taux de pauvreté-60 à 74 ans (%),Taux de pauvreté-75 ans ou plus (%),Taux de pauvreté-propriétaires (%),Taux de pauvreté-locataires (%),Part des revenus d'activité (%),dont part des salaires et traitements (%),dont part des indemnités de chômage (%),dont part des revenus des activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des revenus du patrimoine et autres revenus (%),Part de l'ensemble des prestations sociales (%),dont part des prestations familiales (%),dont part des minima sociaux (%),dont part des prestations logement (%),Part des impôts (%),1ᵉʳ décile du niveau de vie (€),9ᵉ décile du niveau de vie (€),Rapport interdécile 9ᵉ décile/1ᵉʳ décile
CODGEO,LIBGEO,NBMENFISC21,NBPERSMENFISC21,MED21,PIMP21,TP6021,TP60AGE121,TP60AGE221,TP60AGE321,TP60AGE421,TP60AGE521,TP60AGE621,TP60TOL121,TP60TOL221,PACT21,PTSA21,PCHO21,PBEN21,PPEN21,PPAT21,PPSOC21,PPFAM21,PPMINI21,PPLOGT21,PIMPOT21,D121,D921,RD21
01134,Crottet,754,1856,24310,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01135,Crozet,796,2072,44040,"56,0","10,0",s,s,s,s,s,s,s,s,"90,6","86,5","2,4","1,7","17,0","9,0","0,7","0,3","0,3","0,1","-17,3",13140,89530,"6,8"
01136,Cruzilles-lès-Mépillat,376,991,25850,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01138,Culoz-Béon,1474,3163,21730,"49,0","13,0",s,s,s,s,s,s,s,"24,0","68,2","62,3","3,4","2,5","32,4","7,4","4,9","2,2","1,9","0,8","-12,9",13080,35380,"2,7"
01139,Curciat-Dongalon,195,461,19790,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01140,Curtafond,306,769,26220,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01141,Cuzieu,180,410,25670,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01142,Dagneux,1856,4720,25320,"64,0","9,0",s,s,s,s,s,s,s,"18,0","81,7","75,7","2,5","3,5","22,5","8,1","4,1","2,2","1,2","0,7","-16,4",14190,40290,"2,8"
01143,Divonne-les-Bains,4130,9475,46650,"64,0","8,0",s,s,s,s,s,s,"5,0","14,0","97,2","90,9","3,2","3,1","16,1","8,3","0,9","0,3","0,4","0,2","-22,5",15530,109260,"7,0"
01145,Dompierre-sur-Veyle,514,1246,24100,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01146,Dompierre-sur-Chalaronne,165,424,24550,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01147,Domsure,220,520,21490,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01148,Dortan,802,1903,23960,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01149,Douvres,454,1100,27910,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01150,Drom,92,231,23580,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01151,Druillat,517,1200,24570,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01152,Échallon,299,739,28070,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01153,Échenevex,758,2061,49930,"63,0",s,s,s,s,s,s,s,s,s,"93,1","86,7","3,0","3,4","19,0","6,6","0,5","0,2","0,2","0,1","-19,2",19580,98550,"5,0"
01155,Évosges,63,137,23720,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01156,Faramans,321,875,26730,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01157,Fareins,977,2491,27070,"62,0",s,s,s,s,s,s,s,s,s,"76,5","69,9","2,6","4,0","25,2","13,2","3,0","1,7","0,9","0,4","-17,9",16880,44610,"2,6"
01158,Farges,383,954,37990,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01159,Feillens,1497,3420,24360,"58,0","6,0",s,s,s,s,s,s,s,s,"72,7","66,4","2,3","4,0","28,5","10,6","3,6","1,7","1,3","0,6","-15,4",15320,38430,"2,5"
01160,Ferney-Voltaire,3704,7669,27220,"42,0","23,0",s,"22,0","29,0","26,0","21,0",s,"16,0","28,0","93,1","89,6","2,3","1,2","15,0","5,4","1,6","0,5","0,7","0,4","-15,1",6580,73920,"11,2"
01162,Flaxieu,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01163,Foissiat,865,2070,23810,"52,0",s,s,s,s,s,s,s,s,s,"70,6","62,5","2,1","6,0","28,4","11,3","3,9","1,9","1,4","0,6","-14,2",15280,38070,"2,5"
01165,Francheleins,593,1660,26140,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01166,Frans,1011,2636,27060,"65,0",s,s,s,s,s,s,s,s,s,"81,1","73,6","3,1","4,4","21,6","10,9","2,9","1,6","0,9","0,4","-16,5",16690,41890,"2,5"
01167,Garnerans,292,732,24530,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01169,Genouilleux,271,703,25500,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01170,Béard-Géovreissiat,382,1073,24070,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01171,Géovreisset,315,846,25370,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01173,Gex,5068,11226,35280,"60,0","10,0",s,"8,0","11,0","12,0",s,s,"5,0","16,0","99,6","94,0","3,6","2,0","12,1","5,4","1,7","0,7","0,6","0,4","-18,8",13510,74270,"5,5"
01174,Giron,70,157,26560,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01175,Gorrevod,349,841,22580,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01177,Grand-Corent,84,183,24680,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01179,Grièges,846,1961,24460,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01180,Grilly,318,763,55340,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01181,Groissiat,447,1206,25220,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01183,Guéreins,573,1474,25240,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01184,Hautecourt-Romanèche,364,794,24580,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01185,Plateau d'Hauteville,1978,3861,23080,"54,0","11,0",s,s,s,s,s,s,s,"21,0","63,5","55,7","2,6","5,2","37,8","8,2","4,7","1,6","2,2","0,9","-14,2",13290,37340,"2,8"
01187,Haut Valromey,322,645,23000,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01188,Illiat,249,655,24070,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01189,Injoux-Génissiat,434,1016,28040,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01190,Innimond,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01191,Izenave,69,152,24140,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01192,Izernore,934,2213,23500,"57,0",s,s,s,s,s,s,s,s,s,"82,2","76,4","2,7","3,1","21,4","7,3","4,3","2,2","1,3","0,8","-15,2",14240,38470,"2,7"
01193,Izieu,97,212,23870,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01194,Jassans-Riottier,2598,6032,24030,"56,0","11,0",s,s,s,s,s,s,s,"23,0","73,3","66,6","3,1","3,6","29,9","6,3","5,0","2,1","1,9","1,0","-14,5",13570,38580,"2,8"
01195,Jasseron,716,1752,25630,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01196,Jayat,490,1211,23020,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01197,Journans,177,381,25780,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01198,Joyeux,98,253,25480,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01199,Jujurieux,979,2105,23050,"54,0","12,0",s,s,s,s,s,s,s,s,"77,7","70,3","3,3","4,1","25,2","7,1","4,5","1,9","1,8","0,8","-14,5",13240,37200,"2,8"
01200,Labalme,85,208,23480,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01202,Lagnieu,3302,7273,23820,"55,0","10,0",s,s,"13,0",s,s,s,"5,0","19,0","73,8","67,1","2,8","3,9","29,6","6,9","4,6","1,9","1,9","0,8","-14,9",13790,38610,"2,8"
01203,Laiz,542,1298,24820,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01204,Le Poizat-Lalleyriat,286,688,25910,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01206,Lantenay,115,279,24700,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01207,Lapeyrouse,131,352,27830,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01208,Lavours,68,130,22170,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01209,Léaz,284,713,31670,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01210,Lélex,109,203,24020,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01211,Lent,635,1481,24780,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01212,Lescheroux,288,697,22570,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01213,Leyment,542,1424,24160,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01214,Leyssard,71,153,26540,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01215,Surjoux-Lhopital,54,132,23850,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01216,Lhuis,360,806,24130,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01219,Lompnas,78,155,22500,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01224,Loyettes,1328,3408,23420,"58,0","8,0",s,s,s,s,s,s,s,s,"82,4","76,0","3,4","3,0","21,7","5,9","4,4","2,7","1,2","0,5","-14,4",14640,36500,"2,5"
01225,Lurcy,151,352,28430,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01227,Magnieu,273,661,25450,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01228,Maillat,267,625,26830,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01229,Malafretaz,517,1198,24580,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01230,Mantenay-Montlin,143,317,21030,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01231,Manziat,834,2061,25260,"59,0",s,s,s,s,s,s,s,s,s,"71,9","65,1","1,5","5,3","30,3","10,4","2,8","1,6","0,8","0,4","-15,4",15810,37670,"2,4"
01232,Marboz,973,2214,24540,"57,0",s,s,s,s,s,s,s,s,s,"70,3","61,7","2,2","6,4","33,0","8,5","3,4","1,6","1,3","0,5","-15,2",15200,37740,"2,5"
01233,Marchamp,54,119,24140,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01234,Marignieu,68,144,23750,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01235,Marlieux,468,1186,22870,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01236,Marsonnas,409,980,24430,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01237,Martignat,648,1659,24590,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01238,Massieux,1060,2843,28590,"73,0",s,s,s,s,s,s,s,s,s,"83,7","76,2","2,7","4,8","22,8","7,8","3,0","1,7","0,9","0,4","-17,3",17560,45930,"2,6"
01239,Massignieu-de-Rives,257,607,23900,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01240,Matafelon-Granges,279,622,24660,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01241,Meillonnas,584,1346,26000,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01242,Mérignat,59,127,20070,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01243,Messimy-sur-Saône,505,1289,27580,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01244,Meximieux,3395,7862,24890,"57,0","9,0",s,s,s,s,s,s,s,"19,0","80,6","75,0","2,6","3,0","23,4","6,6","5,1","2,2","2,0","0,9","-15,7",14110,40680,"2,9"
01245,Bohas-Meyriat-Rignat,392,906,25140,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01246,Mézériat,936,2217,23740,"50,0","9,0",s,s,s,s,s,s,s,s,"72,4","65,1","3,1","4,2","29,5","7,3","4,7","2,3","1,7","0,7","-13,9",13970,37700,"2,7"
01247,Mijoux,138,294,31560,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01248,Mionnay,913,2303,29130,"71,0",s,s,s,s,s,s,s,s,s,"84,4","76,7","2,3","5,4","21,6","9,7","2,4","1,2","0,8","0,4","-18,1",17560,47240,"2,7"
01249,Miribel,4028,9403,26720,"64,0","9,0",s,"11,0","11,0",s,s,s,"5,0","20,0","82,6","76,2","2,5","3,9","23,1","7,8","3,9","1,8","1,4","0,7","-17,4",14130,44710,"3,2"
01250,Misérieux,716,1979,27460,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01252,Mogneneins,327,872,26260,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01254,Montagnat,859,2251,27200,"71,0",s,s,s,s,s,s,s,s,s,"77,8","70,8","1,9","5,1","25,8","12,6","2,9","1,6","0,9","0,4","-19,1",16430,47220,"2,9"
01255,Montagnieu,264,590,22080,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01257,Montanges,145,356,30110,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01258,Montceaux,473,1223,27440,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01259,Montcet,263,673,24810,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01260,Le Montellier,120,343,28850,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01261,Monthieux,260,687,28010,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01262,Montluel,2980,6928,23590,"56,0","13,0",s,"17,0","16,0",s,s,s,s,"27,0","81,0","73,4","3,3","4,3","22,7","6,9","5,0","2,2","1,9","0,9","-15,6",12950,40130,"3,1"
01263,Montmerle-sur-Saône,1651,3927,25970,"61,0","6,0",s,s,s,s,s,s,s,s,"75,2","69,3","2,9","3,0","27,7","10,1","3,4","1,8","1,0","0,6","-16,4",15840,40390,"2,6"
01264,Montracol,409,1005,25180,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01265,Montréal-la-Cluse,1522,3452,21010,"45,0","17,0",s,s,s,s,s,s,s,"27,0","72,1","66,9","3,6","1,6","26,9","7,6","6,7","2,8","2,6","1,3","-13,3",12120,35590,"2,9"
01266,Montrevel-en-Bresse,1256,2471,22720,"49,0","11,0",s,s,s,s,s,s,s,"23,0","64,7","58,6","2,7","3,4","36,4","7,0","4,9","1,5","2,4","1,0","-13,0",13140,34030,"2,6"
01267,Nurieux-Volognat,398,975,25120,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01268,Murs-et-Gélignieux,99,246,24830,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01269,Nantua,1398,3071,18370,"42,0","30,0",s,"38,0","34,0",s,s,s,s,"39,0","68,5","60,1","4,5","3,9","24,5","12,6","8,0","3,1","3,1","1,8","-13,6",9360,32430,"3,5"
01272,Neuville-les-Dames,686,1556,23200,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01273,Neuville-sur-Ain,747,1787,23060,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01274,Les Neyrolles,244,620,20810,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01275,Neyron,988,2373,30240,"72,0",s,s,s,s,s,s,s,s,s,"77,9","70,4","1,9","5,6","22,1","23,1","1,8","0,9","0,6","0,3","-24,9",15880,60280,"3,8"
01276,Niévroz,568,1585,28000,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01277,Nivollet-Montgriffon,63,129,23550,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01279,Oncieu,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01280,Ordonnaz,74,145,23420,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01281,Ornex,1636,3901,37070,"49,0","16,0",s,s,"18,0","23,0",s,s,"10,0","26,0","88,1","83,9","2,8","1,4","17,4","9,1","1,7","0,6","0,7","0,4","-16,3",9840,86820,"8,8"
01282,Outriaz,103,256,25470,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01283,Oyonnax,9011,21446,18340,"40,0","28,0","28,0","32,0","35,0","28,0","22,0","15,0","9,0","41,0","67,5","60,6","4,3","2,6","28,0","9,0","8,8","3,6","3,4","1,8","-13,3",10080,32340,"3,2"
01284,Ozan,288,735,23270,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01285,Parcieux,496,1312,29480,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01286,Parves et Nattages,404,986,26600,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01288,Péron,955,2345,39700,"52,0",s,s,s,s,s,s,s,s,s,"94,4","89,3","2,7","2,4","14,7","5,7","0,9","0,4","0,3","0,2","-15,7",16290,76350,"4,7"
01289,Péronnas,2786,6163,24100,"58,0","10,0",s,s,"16,0",s,s,s,s,"22,0","65,8","60,6","2,1","3,1","36,8","8,3","4,5","1,9","1,8","0,8","-15,4",13880,40310,"2,9"
01290,Pérouges,587,1337,26770,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01291,Perrex,342,836,24000,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01293,Peyriat,62,147,24740,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01294,Peyrieu,347,824,23600,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01295,Peyzieux-sur-Saône,227,621,24570,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01296,Pirajoux,158,371,22920,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01297,Pizay,341,943,27060,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01298,Plagne,62,142,29270,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01299,Le Plantay,200,505,25540,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01301,Polliat,1140,2624,25060,"60,0",s,s,s,s,s,s,s,s,s,"71,3","62,8","1,9","6,6","32,0","9,1","3,1","1,6","1,0","0,5","-15,5",16180,38880,"2,4"
01302,Pollieu,74,157,24270,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01303,Poncin,807,1746,22280,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01304,Pont-d'Ain,1191,2836,22810,"52,0","13,0",s,s,s,s,s,s,s,"31,0","79,5","71,5","3,0","5,0","24,0","5,6","5,5","2,6","2,0","0,9","-14,6",12960,35590,"2,7"
01305,Pont-de-Vaux,1095,2042,21070,"44,0","15,0",s,s,s,s,s,s,s,"23,0","63,9","56,9","3,0","4,0","33,9","8,7","6,4","1,9","3,0","1,5","-12,9",12790,33340,"2,6"
01306,Pont-de-Veyle,725,1347,21330,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01307,Port,362,816,22270,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01308,Pougny,295,671,41270,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01309,Pouillat,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01310,Prémeyzel,48,117,24070,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01311,Prémillieu,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01313,Prévessin-Moëns,3084,7535,44430,"49,0","13,0",s,"12,0","13,0","17,0",s,s,"9,0","19,0","93,0","87,9","2,7","2,4","16,1","7,2","1,0","0,4","0,4","0,2","-17,3",11880,102330,"8,6"
01314,Priay,739,1782,25110,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01317,Ramasse,131,336,24270,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01318,Rancé,260,773,29400,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01319,Relevant,186,461,25090,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01320,Replonges,1629,3985,24890,"60,0","6,0",s,s,s,s,s,s,s,s,"73,3","68,4","2,4","2,5","28,1","11,0","3,5","1,9","1,1","0,5","-15,9",15300,38900,"2,5"
01321,Revonnas,333,889,27570,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01322,Reyrieux,1858,4893,29130,"70,0","5,0",s,s,s,s,s,s,s,s,"82,0","74,5","2,8","4,7","22,4","12,4","2,7","1,5","0,8","0,4","-19,5",17420,48590,"2,8"
01323,Reyssouze,417,969,23300,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01325,Rignieux-le-Franc,430,1132,26270,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01328,Romans,204,499,25220,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01329,Rossillon,75,142,20680,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01330,Ruffieu,78,160,21390,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01331,Saint-Alban,76,168,24030,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01332,Saint-André-de-Bâgé,328,844,25800,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01333,Saint-André-de-Corcy,1429,3295,26550,"65,0",s,s,s,s,s,s,s,s,s,"73,1","67,3","2,8","3,0","31,2","8,7","2,9","1,6","0,9","0,4","-15,9",16610,39690,"2,4"
01334,Saint-André-d'Huiriat,249,662,24370,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01335,Saint-André-le-Bouchoux,139,382,25930,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01336,Saint-André-sur-Vieux-Jonc,492,1155,24070,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01337,Saint-Bénigne,554,1362,23070,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01338,Groslée-Saint-Benoit,513,1198,23430,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01339,Saint-Bernard,603,1563,32220,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01342,Sainte-Croix,194,520,30350,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
01343,Saint-Cyr-sur-Menthon,737,1876,24170,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
